intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
5908000,0.016012272100214924,0.9264544456641054,0.016012272100214924,0.011792761802690864,10.101895734597157,5.0,104.18992463700393,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-k31.zip,"GCF_902375545.1 Enterocloster bolteae, MGYG-HGUT-01493",5fc110048665f6e7f3de51579a92e07a,0.9264544456641054,5908000,0,215755000,../../test_fastq/DRR127478_2.fastq.gz,DRR127478,e338b2c5,368967000,31,DNA,1000,368967,True,0.8751432104609304,0.9975388271270111,0.9363410187939707,0.9975388271270111,False,59682,59682,5060901
5462000,0.014803491911200731,0.7639160839160839,0.014803491911200731,0.03535734052098628,32.76089344562431,17.0,210.30304446256443,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-k31.zip,"GCF_024788685.1 Bacteroides thetaiotaomicron strain=BFG-507, ASM2478868v1",bb158a447b5e5d9be2bfa29df9a3f6cd,0.7639160839160839,5462000,1,210293000,../../test_fastq/DRR127478_2.fastq.gz,DRR127478,e338b2c5,368967000,31,DNA,1000,368967,True,0.8729301411483229,0.9913506122921708,0.9321403767202469,0.9913506122921708,False,178940,238622,5060901
5359000,0.014524334154544986,0.9332161687170475,0.01439153094992235,0.17501053666135732,166.8005649717514,160.0,119.86151755051043,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-k31.zip,"GCF_015560875.1 Phocaeicola dorei strain=1001099B_141217_G4, ASM1556087v1",313789fed0f8e168d049bee90c592419,0.9418277680140598,5310000,2,204983000,../../test_fastq/DRR127478_2.fastq.gz,DRR127478,e338b2c5,368967000,31,DNA,1000,368967,True,0.87239422432757,0.9980685496675165,0.9352313869975433,0.9980685496675165,False,885711,1124333,5060901
4944000,0.013399572319475726,0.9718891291527423,0.013399572319475726,0.048327165459272965,49.469862459546924,48.0,21.396593681670304,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-k31.zip,"GCF_000408085.1 Escherichia coli KTE185 strain=KTE185, Esch_coli_KTE185_V1",c52d5821b2947962944e02f5ca9c97ee,0.9718891291527423,4944000,3,200039000,../../test_fastq/DRR127478_2.fastq.gz,DRR127478,e338b2c5,368967000,31,DNA,1000,368967,True,0.8701288705295329,0.9990806310825129,0.9346047508060229,0.9990806310825129,False,244579,1368912,5060901
4778000,0.012949667585448021,0.8702572644826948,0.012743687104808832,0.01508130666851614,16.23245427477669,15.0,8.762120820158211,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-k31.zip,"GCF_902364915.1 Bacteroides nordii, MGYG-HGUT-00265",27f8f56ad1ee30c92ccca65e0b1c4527,0.8843235239681658,4702000,4,195337000,../../test_fastq/DRR127478_2.fastq.gz,DRR127478,e338b2c5,368967000,31,DNA,1000,368967,True,0.8691707782214051,0.9960422941862215,0.9326065362038133,0.9960422941862215,False,76325,1445237,5060901
4598000,0.012461819078670992,0.8000356125356125,0.012177240783051059,0.008197749768272488,9.233919430224795,8.0,7.836425171312246,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-k31.zip,"GCF_003436085.1 Bacteroides xylanisolvens strain=TM09-13, ASM343608v1",3d96a2338095d859029a39599e83ee4d,0.8187321937321937,4493000,5,190844000,../../test_fastq/DRR127478_2.fastq.gz,DRR127478,e338b2c5,368967000,31,DNA,1000,368967,True,0.8680947770867292,0.993569210463978,0.9308319937753535,0.993569210463978,False,41488,1486725,5060901
4628000,0.01254312716313383,0.852708694813958,0.011987521919304436,0.015590306943368385,17.83879719647298,9.0,123.53213762455151,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-k31.zip,"GCF_015561145.1 Bacteroides uniformis strain=D6t1_180914_D10, ASM1556114v1",028055a87596d295c70cd52fe44b91f4,0.8922305764411027,4423000,6,186421000,../../test_fastq/DRR127478_2.fastq.gz,DRR127478,e338b2c5,368967000,31,DNA,1000,368967,True,0.8682769107973526,0.9963283478325781,0.9323026293149653,0.9963283478325781,False,78901,1565626,5060901
4512000,0.012228735903210856,0.9412017167381974,0.011887241948466937,0.012044693227549797,13.898084815321477,12.0,17.535108707154894,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-k31.zip,"GCF_003438825.1 Parabacteroides merdae strain=OM06-16AC, ASM343882v1",5e73b138c6be8c40bcf6bee7941673eb,0.9682403433476395,4386000,7,182035000,../../test_fastq/DRR127478_2.fastq.gz,DRR127478,e338b2c5,368967000,31,DNA,1000,368967,True,0.8675662148014276,0.9989594148832256,0.9332628148423265,0.9989594148832256,False,60957,1626583,5060901
4433000,0.012014624614125382,0.8081954597922277,0.011385842094279433,0.024587519099859886,29.6203284932159,29.0,16.65964528409385,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-k31.zip,"GCF_024759505.1 Bacteroides caccae strain=BFG-474, ASM2475950v1",719a6d990758dccb1edcc5ab279c76cd,0.8528280107733743,4201000,8,177834000,../../test_fastq/DRR127478_2.fastq.gz,DRR127478,e338b2c5,368967000,31,DNA,1000,368967,True,0.8670720119513574,0.9948777642506595,0.9309748881010085,0.9948777642506595,False,124435,1751018,5060901
3748000,0.010158090018890578,0.7427987742594484,0.009854539836895982,0.0034958202106699972,4.865786578657866,3.0,27.52297022393932,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-k31.zip,"GCF_020564265.1 [Clostridium] symbiosum strain=SL.1.18, ASM2056426v1",769ddfa16cdb8298a13adb6740aa81fe,0.765679264555669,3636000,9,174198000,../../test_fastq/DRR127478_2.fastq.gz,DRR127478,e338b2c5,368967000,31,DNA,1000,368967,True,0.8623898070174301,0.9914243402452337,0.9269070736313318,0.9914243402452337,False,17692,1768710,5060901
