intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
4451000,0.0060149786617584656,0.9063327224597841,0.0060149786617584656,0.003785012150842149,7.280161761401932,6.0,5.944392173408945,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-reps.k31.zip,"GCF_003697165.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 strain=ATCC 11775, ASM369716v2",60bfe150353edefcbd7db7314951359d,0.9063327224597841,4451000,0,337041000,../test_fastq/new_control/DRR127524_2.fastq.gz,DRR127524,b617dfc4,739986000,31,DNA,1000,739986,True,0.8479346644406975,0.9968324853536653,0.9223835748971814,0.9968324853536653,False,32404,32404,8561135
4354000,0.0058838951007181214,0.7794198139025725,0.005773082193446903,0.0034611065004815367,6.936095505617978,6.0,4.74518171927389,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-reps.k31.zip,"GCF_000742135.1 Klebsiella pneumoniae strain=ATCC 13883, ASM74213v1",d88f3c512ece432b111f094181484852,0.7943805874840357,4272000,1,332769000,../test_fastq/new_control/DRR127524_2.fastq.gz,DRR127524,b617dfc4,739986000,31,DNA,1000,739986,True,0.847332193223547,0.9926019335687868,0.919967063396167,0.9926019335687868,False,29631,62035,8561135
4065000,0.005493347171432973,0.813,0.005493347171432973,0.00938356888426593,19.762361623616236,10.0,228.55164186480218,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-reps.k31.zip,"GCF_000012825.1 Bacteroides vulgatus ATCC 8482 strain=ATCC 8482, ASM1282v1",960cc77fc7b96d595712107aaa1524b5,0.813,4065000,2,328704000,../test_fastq/new_control/DRR127524_2.fastq.gz,DRR127524,b617dfc4,739986000,31,DNA,1000,739986,True,0.8454569871229825,0.9933440506003558,0.9194005188616692,0.9933440506003558,False,80334,142369,8561135
3816000,0.005156854318865492,0.5865680837954406,0.005146043303521959,0.0018116756715085092,4.073004201680672,3.0,9.248831757250855,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-reps.k31.zip,"GCF_001314995.1 Bacteroides ovatus strain=ATCC 8483, ASM131499v1",514bdd6aa640f40cc6414be0e11ec2f6,0.5878003696857671,3808000,3,324896000,../test_fastq/new_control/DRR127524_2.fastq.gz,DRR127524,b617dfc4,739986000,31,DNA,1000,739986,True,0.8437348024885446,0.9830051695731055,0.9133699860308251,0.9830051695731055,False,15510,157879,8561135
3418000,0.0046190063055246994,0.7671327068530828,0.004523058544350839,0.0028405112172626644,7.2656109949208245,4.0,31.265399536773216,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-reps.k31.zip,"GCA_025151215.1 Parabacteroides merdae ATCC 43184 strain=ATCC 43184, ASM2515121v1",a8c995daf67b413b45a7f31c15f510d6,0.7834059133623653,3347000,4,321549000,../test_fastq/new_control/DRR127524_2.fastq.gz,DRR127524,b617dfc4,739986000,31,DNA,1000,739986,True,0.8407422189437797,0.9921565887789414,0.9164494038613605,0.9921565887789414,False,24318,182197,8561135
3110000,0.004202782214798658,0.7264857276555919,0.0041960253302089495,0.0017403066299036284,4.798389694041868,3.0,13.555062063739962,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-reps.k31.zip,"GCF_000190535.1 Odoribacter splanchnicus DSM 20712 strain=DSM 220712, ASM19053v1",b37a0141517537faad74a6d2ac4d5c41,0.7276555919513337,3105000,5,318444000,../test_fastq/new_control/DRR127524_2.fastq.gz,DRR127524,b617dfc4,739986000,31,DNA,1000,739986,True,0.838185028997992,0.98979668703923,0.9139908580186109,0.98979668703923,False,14899,197096,8561135
3118000,0.004213593230142192,0.7644544997486173,0.004109537207460681,0.005296026753462012,14.909569220651102,11.0,38.51186150181928,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-reps.k31.zip,"GCF_000154845.1 Bacteroides coprocola DSM 17136 strain=DSM 17136, ASM15484v1",21dcfee3f1e24fb9aebbbe6b8ae42cad,0.7838109602815485,3041000,6,315403000,../test_fastq/new_control/DRR127524_2.fastq.gz,DRR127524,b617dfc4,739986000,31,DNA,1000,739986,True,0.8382544942825284,0.9921731323167159,0.9152138132996221,0.9921731323167159,False,45340,242436,8561135
3175000,0.004290621714464868,0.664501679731243,0.004009535315532996,0.0026730100623340246,7.712841253791709,4.0,55.24973281675024,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-reps.k31.zip,"GCF_000382445.1 Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 strain=DSM 17679, Bact_mass_DSM_17679_V1",a65db27ac6f6490cca7eeb016c93eea7,0.7110862262038073,2967000,7,312436000,../test_fastq/new_control/DRR127524_2.fastq.gz,DRR127524,b617dfc4,739986000,31,DNA,1000,739986,True,0.8387444988144739,0.9890615045094768,0.9139030016619754,0.9890615045094768,False,22884,265320,8561135
2900000,0.003918993062030903,0.687618595825427,0.0039176416851129615,0.004349656908809404,12.845119006553984,6.0,48.08245568983774,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-reps.k31.zip,"GCF_900537995.1 Roseburia intestinalis L1-82 strain=L1-82, Roseburia intestinalis strain L1-82",e869cf0b15c41500b90acfad5f73aa6d,0.6878557874762808,2899000,8,309537000,../test_fastq/new_control/DRR127524_2.fastq.gz,DRR127524,b617dfc4,739986000,31,DNA,1000,739986,True,0.8362968627026853,0.9880023566701502,0.9121496096864178,0.9880023566701502,False,37238,302558,8561135
2695000,0.003641960793852857,0.5437948717948718,0.0035825002094634225,0.0016060954534649903,5.186721991701245,4.0,15.82791955931195,/data/namlhs/StrainDB_CRC/sourmash/database/gtdb-rs214-reps.k31.zip,"GCF_000012845.1 Parabacteroides distasonis ATCC 8503 strain=ATCC 8503, ASM1284v1",5feebdfe795727335c87e462e7a7cc14,0.5528205128205128,2651000,9,306886000,../test_fastq/new_control/DRR127524_2.fastq.gz,DRR127524,b617dfc4,739986000,31,DNA,1000,739986,True,0.8343214239837434,0.981061567651152,0.9076914958174478,0.981061567651152,False,13750,316308,8561135
